yyyy.mm.dd,hh.mm.ss.ss,lat,lon,depth,ML,Nsta,RMS,intensity,induced,locality,county
16/02/1992, 12:41:06.9,51.542,-3.169,18.9,1.3,NA,NA, ,NA, CARDIFF,S GLAMORGAN
13/03/1992, 23:26:12.5,51.71,-3.289,0.1,1.5,6,0.1, ,NA, BEDLINOG,MID GLAMORGAN
13/05/1992, 08:55:52.4,51.663,-3.103,15.9,1.5,4,0, ,NA, NEWBRIDGE,GWENT
17/08/1992, 00:53:35.1,51.684,-3.26,0.1,2.2,21,0.3,5,NA, BARGOED,MID GLAMORGAN
31/08/1992, 20:49:19.4,51.711,-3.303,0.1,1.1,4,0.1, ,NA, BEDLINOG,MID GLAMORGAN
18/03/1993, 02:31:43.3,51.615,-3.283,10,1.4,10,0.3, ,NA, SENGHENYDD,M GLAMORGAN
15/12/1993, 15:30:42.8,51.675,-3.26,0.1,1.2,6,0.1, ,NA, BARGOED,MID GLAMORGAN
22/06/1994, 22:16:50.3,51.63,-3.134,13.9,2,29,0.2, ,NA, ABERCARN,GWENT
17/08/1994, 23:50:50.7,51.697,-3.249,0.1,2,24,0.2,3,NA, BARGOED,MID GLAMORGAN
29/03/1995, 18:05:08.0,51.774,-3.456,14.3,1.1,6,0.1, ,NA, MERTHYR TYDFIL,M GLAM
18/11/1996, 00:03:56.4,51.766,-3.838,5.5,1,NA,NA, ,NA, GLANAMAN,DYFED
23/11/1998, 13:43:34.8,51.701,-3.066,15,2,NA,NA, ,NA, PONTYPOOL,GWENT
07/12/1998, 10:50:58.2,51.673,-3.2,7.7,1.4,NA,NA, ,NA, BLACKWOOD,GWENT
25/12/1998, 08:49:44.1,51.809,-3.983,18.8,1.5,NA,NA, ,NA, AMMANFORD,DYFED
08/03/1999, 01:19:51.2,51.711,-3.304,2.2,1.1,NA,NA, ,NA, BEDLINOG,MID GLAMORGAN
18/03/1999, 02:38:22.1,51.714,-3.296,1.9,1.1,NA,NA, ,NA, BEDLINOG,MID GLAMORGAN
09/07/1999, 14:31:11.9,51.697,-3.219,2.1,1.9,NA,NA,3,NA, BARGOED,MID GLAMORGAN
13/08/1999, 05:28:58.6,51.689,-3.215,7.4,2.1,NA,NA, ,NA, BARGOED,MID GLAMORGAN
22/03/2000, 01:35:09.1,51.684,-3.23,1,1.4,NA,NA, ,NA, BARGOED,MID GLAMORGAN
21/04/2001, 14:35:54.2,51.594,-3.301,16.9,1.9,NA,NA, ,NA, PONTYPRIDD,GWENT
16/09/2001, 02:44:31.4,51.742,-4.134,13.5,1.8,NA,NA, ,NA, LLANELLI,DYFED
10/10/2001, 02:52:25.3,51.698,-3.255,6.5,3.1,NA,NA,4,NA, BARGOED,MID GLAMORGAN
10/10/2001, 05:01:48.0,51.7,-3.253,5.3,1.6,NA,NA, ,NA, BARGOED,MID GLAMORGAN
18/10/2001, 03:50:13.6,51.703,-3.255,7.9,2.5,NA,NA,4,NA, BARGOED,MID GLAMORGAN
22/10/2001, 15:16:48.3,51.702,-3.254,7.6,1.6,NA,NA, ,NA, BARGOED,MID GLAMORGAN
28/01/2002, 00:30:09.2,51.702,-3.258,5.1,1.7,NA,NA, ,NA, BARGOED,MID GLAMORGAN
28/01/2002, 00:30:14.8,51.7,-3.257,6.3,2.5,NA,NA, ,NA, BARGOED,MID GLAMORGAN
12/02/2002, 19:13:16.2,51.701,-3.256,5.2,3,11,0.1,4,NA, BARGOED,MID GLAMORGAN
17/02/2002, 15:44:06.7,51.706,-3.261,2.4,2,10,0.1, ,NA, BARGOED,MID GLAMORGAN
24/02/2002, 23:18:35.4,51.7,-3.272,3.2,1.7,9,0.1, ,NA, BARGOED,MID GLAMORGAN
16/03/2002, 05:07:14.7,51.702,-3.266,2.2,1.4,7,0.1, ,NA, BARGOED,MID GLAMORGAN
23/01/2003, 17:34:31.7,51.716,-3.336,10.3,1.5,8,0.1, ,NA, MERTHYR TYDFIL,M GLAMO
14/04/2003, 14:35:48.3,51.698,-3.246,2.1,1.4,5,0, ,NA, BARGOED,MID GLAMORGAN
12/12/2003, 02:39:40.5,51.692,-3.035,15.3,1.1,8,0.1, ,NA, PONTYPOOL,GWENT
07/03/2004, 05:26:53.0,51.669,-3.096,0.8,1.3,9,0, ,NA, NEWBRIDGE,GWENT
01/08/2005, 21:11:56.2,51.704,-3.173,2,1.2,8,0.1, ,NA, BLACKWOOD,GWENT
30/06/2007, 01:49:18.6,51.728,-3.419,7.5,1.3,10,0.3, ,NA, ABERDARE,MID GLAMORGAN
16/06/2008, 01:10:14.2,51.598,-3.639,5.2,1.5,6,0.3, ,NA, MAESTEG,BRIDGEND
05/06/2009, 19:42:07.1,51.623,-3.645,3.6,2.9,22,0.5,3,NA, MAESTEG,BRIDGEND
10/06/2009, 04:59:56.4,51.807,-3.423,12.3,1.9,12,0.3, ,NA, VAYNOR,MERTHYR TYDFIL
06/10/2009, 05:05:55.4,51.773,-4.101,11.7,2.5,18,0.5, ,NA, LLANNON,CARMARTHENSHIRE
02/12/2009, 17:52:59.2,51.697,-3.237,8.5,2.1,12,0.3, ,NA, BARGOED,CAERPHILLY
12/09/2010, 05:14:56.1,51.711,-3.397,9.8,1.3,6,0.1, ,NA, ABERDARE,MID GLAMORGAN
11/10/2011, 15:32:17.2,51.798,-3.146,19.3,1.4,9,0.1, ,NA, BRYNMAWR,GWENT
15/11/2011, 16:05:54.4,51.616,-3.581,9.3,1.5,10,0.3,2,NA, MAESTEG,BRIDGEND
16/01/2012, 12:11:50.2,51.668,-3.225,5.1,1,4,0.1, ,NA, BARGOED,CAERPHILLY
15/05/2012, 06:41:44.8,51.808,-3.205,11.5,2.5,13,0.4, ,NA, RASSAU,BLAENAU GWENT
08/02/2013, 18:04:22.7,51.681,-3.664,3.1,1.1,6,0.4, ,NA, MAESTEG,BRIDGEND
07/04/2013, 08:08:12.1,51.691,-3.766,9.2,1.2,6,0.3, ,NA, NEATH,NEATH PORT TALBOT
08/11/2014, 06:00:56.1,51.693,-3.073,1.7,1.9,12,0.3, ,NA, PONTYPOOL,TORFAEN
04/12/2014, 16:07:06.5,51.666,-3.114,6.1,1.9,7,0.1,2,NA, NEWBRIDGE,CAERPHILLY
25/02/2015, 10:41:24.9,51.636,-3.594,4.8,2,12,0.3,3,NA, BLAENGARW,BRIDGEND
02/08/2015, 03:42:27.7,51.729,-4.019,7.5,1.3,10,0.3, ,NA, PONTARDDULAIS,SWANSEA
05/10/2015, 02:53:38.4,51.663,-3.163,2.2,1,5,0.2, ,NA, NEWBRIDGE,CAERPHILLY
05/10/2015, 03:44:59.1,51.66,-3.16,2.8,1.4,8,0.2, ,NA, NEWBRIDGE,CAERPHILLY
13/12/2015, 01:39:23.4,51.655,-3.167,9,1.3,7,0.3, ,NA, BLACKWOOD,CAERPHILLY
13/12/2015, 05:28:18.8,51.651,-3.209,5,2.4,12,0.3, ,NA, BLACKWOOD,CAERPHILLY
27/12/2015, 14:33:52.7,51.666,-3.179,11.2,1.8,9,0.3, ,NA, BLACKWOOD,CAERPHILLY
27/12/2015, 21:54:49.0,51.661,-3.183,9,1.8,9,0.2, ,NA, BLACKWOOD,CAERPHILLY
28/12/2015, 22:11:12.9,51.663,-3.174,10.6,1.6,6,0.6, ,NA, BLACKWOOD,CAERPHILLY
30/12/2015, 01:03:52.1,51.662,-3.157,11.4,1.9,7,0.4,2,NA, BLACKWOOD,CAERPHILLY
01/01/2016, 22:32:21.3,51.664,-3.162,7.9,1.2,6,0.5, ,NA, NEWBRIDGE,CAERPHILLY
10/12/2016, 01:22:17.7,51.796,-4.03,11.8,1.9,8,0.3, ,NA, SARON,CARMARTHENSHIRE
21/01/2017, 21:57:56.8,51.701,-3.174,22.7,1.1,4,0, ,NA, BARGOED,CAERPHILLY
11/07/2017, 04:35:55.2,51.581,-3.2,12.6,1.1,7,0.2, ,NA, BEDWAS,CAERPHILLY
16/07/2017, 10:28:48.7,51.695,-3.23,7.5,2.1,12,0.2, ,NA, BARGOED,CAERPHILLY
17/02/2018, 14:31:07.6,51.767,-3.833,7.5,4.6,42,0.5,5,NA, CWMLLYNFELL,NPT
17/02/2018, 14:35:21.0,51.76,-3.821,7.5,1.8,8,0.3, ,NA, CWMLLYNFELL,NPT
17/02/2018, 15:09:35.5,51.749,-3.824,7.8,1.2,6,0.2, ,NA, CWMLLYNFELL,NPT
17/02/2018, 16:27:06.6,51.767,-3.828,7.8,1.5,6,0.1, ,NA, CWMLLYNFELL,NPT
17/02/2018, 23:17:32.7,51.759,-3.819,7.8,2.2,16,0.4, ,NA, CWMLLYNFELL,NPT
18/02/2018, 11:00:33.8,51.76,-3.825,7.7,1.6,11,0.4, ,NA, CWMLLYNFELL,NPT
12/10/2018, 14:21:25.4,51.658,-3.118,6.8,2.4,11,0.3, ,NA, NEWBRIDGE,CAERPHILLY
01/01/2020, 17:28:35.5,51.603,-3.515,5.6,1.5,9,0.4, ,NA, OGMORE VALE,BRIDGEND
05/01/2020, 16:57:55.7,51.597,-3.513,5.7,1.5,10,0.4, ,NA, OGMORE VALE,BRIDGEND
06/01/2020, 02:35:08.7,51.602,-3.523,4.8,1.8,10,0.4, ,NA, OGMORE VALE,BRIDGEND
05/05/2020, 04:35:26.2,51.666,-3.219,3.9,1.3,4,0.1, ,NA, BLACKWOOD,CAERPHILLY
13/05/2020, 09:24:06.4,51.666,-3.224,3.6,1.1,4,0.1, ,NA, BLACKWOOD,CAERPHILLY
14/05/2020, 23:55:55.4,51.757,-3.923,10.1,1,9,0.3, ,NA, GARNSWLLT,SWANSEA
30/08/2020, 18:10:19.9,51.593,-3.421,2.5,1.3,10,0.3,3,NA, TONYREFAIL,RHONDDA CT
06/09/2020, 10:44:11.8,51.593,-3.412,2.2,1.4,9,0.2, ,NA, TONYREFAIL,RHONDDA CT
18/01/2021, 06:40:07.9,51.591,-3.431,2.9,1.5,7,0.2,3,NA, TONYREFAIL,RHONDDA CT
21/01/2022, 23:45:47.1,51.722,-3.313,15.1,1,8,0.1, ,NA, BEDLINOG,MERTHYR TYDFIL
02/10/2022, 14:58:39.4,51.789,-3.576,7.8,1.4,11,0.4, ,NA, YSTRADFELLTE,POWYS
20/01/2023, 06:53:50.7,51.814,-4.024,5.5,1.1,9,0.2, ,NA, LLANDYBIE,CARMARTH
