yyyy.mm.dd,hh.mm.ss.ss,lat,lon,depth,ML,Nsta,RMS,intensity,induced,locality,county
18/11/1985, 12:03:32.2,52.17,-3.677,2.5,0.8,3,0.5, ,NA, ABERGSWYN,POWYS
13/02/1986, 00:39:12.0,51.641,-3.219,0,1.5,9,0.7, ,NA, BARGOED,MID GLAMORGAN
17/02/1986, 06:47:20.5,52.017,-2.9,13.1,1.3,3,0, ,NA, W OF HEREFORD,HER&WOR
17/02/1986, 06:48:31.4,52.075,-2.916,11,1.4,3,0, ,NA, W OF HEREFORD,HER&WOR
17/02/1986, 06:56:03.9,52.064,-2.935,10.6,1.2,12,0.4, ,NA, W OF HEREFORD,HER&WOR
25/02/1986, 08:58:45.9,51.803,-3.607,0,1.1,3,0.1, ,NA, KNIGHTON,POWYS
21/03/1986, 16:28:24.9,51.768,-2.665,25.7,1.5,3,0, ,NA, NR MONMOUTH,GWENT
26/03/1986, 17:29:40.1,51.974,-3.085,20.5,0.9,4,0.1, ,NA, WINFORTON,HER & WOR
02/05/1986, 20:03:21.2,51.976,-2.845,17.7,1.1,4,0, ,NA, NR HEREFORD,HER & WOR
19/06/1986, 05:05:25.3,51.764,-2.97,39.4,0.9,3,0, ,NA, NR BARGOED,M GLAMORGAN
19/06/1986, 05:10:20.8,51.741,-3.065,34.1,0.9,3,0.1, ,NA, NR BARGOED,M GLAMORGAN
19/06/1986, 08:33:23.4,51.7,-3.33,5,0.8,2,NA, ,NA, NR BARGOED,M GLAMORGAN
25/06/1986, 00:12:24.0,51.723,-3.068,18,0.3,3,0, ,NA, ABERTILLERY,GWENT
27/06/1986, 12:00:09.4,51.775,-2.657,23.1,1.5,3,0.1, ,NA, NR MONMOUTH,GWENT
19/07/1986, 15:37:18.6,51.701,-3.282,16.1,1,4,0.2, ,NA, MERTHYR VALE,MID GLAM
28/07/1986, 14:03:39.2,52.095,-2.88,12.9,1.1,4,0.3, ,NA, W OF HEREFORD,HER&WOR
11/08/1986, 04:50:27.6,51.802,-3.319,2.5,0.4,4,0.2, ,NA, MERTHYR TYDFIL,M GLAM
18/08/1986, 11:51:31.6,52.046,-3.258,26.1,0.9,3,0, ,NA, NR BRECON,POWYS
23/08/1986, 12:28:29.0,51.882,-3.742,7.5,1.3,9,0.2, ,NA, BLACK MOUNTAIN,DYFED
04/09/1986, 13:09:46.4,51.861,-3.944,0,1.3,4,0.1, ,NA, NR LLANDEILO,DYFED
19/09/1986, 20:57:17.5,51.617,-3.344,15,1,4,0.1, ,NA, PONTYPRIDD,M GLAMORGAN
22/09/1986, 02:50:18.3,51.581,-3.341,6.2,1.1,5,0.2, ,NA, PONTYPRIDD,M GLAMORGAN
03/10/1986, 15:03:53.9,51.917,-2.762,12.2,1.6,7,0.2, ,NA, GARWAY,HEREFORD & WOR
06/10/1986, 04:45:48.9,51.985,-3.626,20.9,0.9,4,0, ,NA, NR LLYWEL,POWYS
17/10/1986, 10:35:34.0,52.083,-3.419,18.8,1.8,13,0.2, ,NA, NR BUILTH WELLS,POWYS
07/11/1986, 14:34:21.7,51.783,-3.606,0,0.9,4,0, ,NA, GLYN-NEATH,W GLAMORGAN
16/01/1987, 11:13:45.6,51.823,-3.601,33.9,1,5,0, ,NA, YSTRADFELLTE,POWYS
07/05/1987, 02:08:37.1,52.172,-2.681,16.7,1.1,7,0.1, ,NA, LEOMINSTER,HEREFORD
30/05/1987, 13:02:26.8,52.028,-3.77,15.1,1.3,17,0.4, ,NA, S.LLANDOVERY,POWYS
08/06/1987, 01:14:03.6,52.185,-3.539,15.6,1.6,7,0, ,NA, BUILTH,POWYS
13/08/1987, 12:28:44.0,51.986,-3.43,8.7,0.8,5,0.2, ,NA, BRECON,POWYS.
16/12/1987, 23:15:56.4,52.045,-3.515,7.4,1.3,14,0.2, ,NA, NW OF BRECON,POWYS
07/01/1988, 04:06:06.2,51.689,-3.951,15,0.5,3,0, ,NA, PONTARDAWE,W GLAMORGAN
25/01/1988, 01:27:21.8,51.642,-3.559,0.4,0.8,12,0.3, ,NA, W RHONDDA,MID GLAM
26/02/1988, 06:54:19.9,51.911,-3.159,17.9,1.1,5,0.2, ,NA, BRECON,POWYS
03/04/1988, 17:34:43.7,51.83,-2.676,2.8,0.6,3,0.2, ,NA, MONMOUTH,GWENT
13/05/1988, 11:18:45.3,51.784,-3.633,15.8,1.4,4,0.1, ,NA, ABERCRAF,POWYS
28/05/1988, 03:51:41.5,52.182,-3.003,17.4,1.2,14,0.4, ,NA, KINGTON,HER & WORC
02/06/1988, 21:45:28.1,51.71,-3.36,7.8,0.3,4,0.1, ,NA, ABERDARE,MID GLAMORGAN
02/06/1988, 21:46:37.0,51.714,-3.368,6.1,1.2,7,0.3, ,NA, ABERDARE,MID GLAMORGAN
09/06/1988, 13:36:00.3,52.085,-4.075,2.5,1.1,14,0.4, ,NA, LAMPETER,DYFED
06/07/1988, 05:09:16.3,51.731,-5.062,5.7,2.1,32,0.8, ,NA, MILFORD HAVEN,DYFED
25/07/1988, 12:18:22.4,51.704,-3.162,13.3,1,4,0, ,NA, ABERTILLERY,GWENT
30/07/1988, 19:21:26.0,51.947,-3.139,6.4,1.1,7,0.3, ,NA, HAY-ON-WYE,HER & WORC
31/07/1988, 04:41:03.5,52.017,-3.103,10.3,0.5,4,0, ,NA, HAY-ON-WYE,HER & WORC
01/08/1988, 03:56:35.2,52.045,-3.087,8.6,0.6,4,0, ,NA, HAY-ON-WYE,HER & WORC
01/08/1988, 08:22:34.6,52.041,-3.096,6,0.3,4,0.1, ,NA, HAY-ON-WYE,HER & WORC
01/08/1988, 21:10:06.4,52.038,-3.09,9.3,0.8,4,0, ,NA, HAY-ON-WYE,HER & WORC
03/08/1988, 14:14:28.5,52.067,-3.071,6.4,0.6,4,0, ,NA, HAY-ON-WYE,HER & WORC
04/08/1988, 10:42:07.6,52.042,-3.085,9.4,0.8,4,0, ,NA, HAY-ON-WYE,HER & WORC
04/08/1988, 10:42:09.9,51.873,-3.174,2.8,0.7,5,0.5, ,NA, HAY-ON-WYE,HER & WOR
04/08/1988, 19:15:11.8,52.02,-3.1,11.5,0.3,NA,NA, ,NA, HAY-ON-WYE,HER & WORC
07/08/1988, 01:44:57.8,52.035,-3.09,9,0.9,5,0.1, ,NA, HAY-ON-WYE,HER & WORC
07/08/1988, 12:18:00.2,52.035,-3.086,9.4,1.1,9,0.2, ,NA, HAY-ON-WYE,HER & WORC
07/08/1988, 22:32:47.7,52.056,-3.08,7.7,0.9,4,0, ,NA, HAY-ON-WYE,HER & WORC
07/08/1988, 23:23:50.5,52.033,-3.088,7.3,0.8,4,0.1, ,NA, HAY-ON-WYE,HER & WORC
08/08/1988, 19:20:43.6,52.04,-3.087,9.1,0.5,3,0, ,NA, HAY-ON-WYE,HER & WORC
10/08/1988, 02:19:41.3,52.018,-3.101,11.3,0.8,4,0.1, ,NA, HAY-ON-WYE,HER & WORC
11/08/1988, 15:34:23.7,52.04,-3.083,7.8,1.2,13,0.2, ,NA, HAY-ON-WYE,HER & WORC
11/08/1988, 15:39:18.2,52.044,-3.064,8.6,1.1,12,0.2, ,NA, HAY-ON-WYE,HER & WORC
04/09/1988, 03:22:41.6,52.021,-3.1,9.7,0.1,4,0, ,NA, HAY-ON-WYE,HER & WORC
20/09/1988, 16:16:56.2,51.692,-3.289,0,1,6,0.2,3,NA, SE MERTHYR TYD,POWYS
24/09/1988, 21:36:23.5,51.779,-2.824,17,1.2,5,0.2, ,NA, MONMOUTH,GLOUCS
30/09/1988, 07:54:00.3,51.84,-3.271,0.1,0.7,13,0.2, ,NA, NW MERTHYR TYD,POWYS
13/10/1988, 11:00:21.3,51.851,-3.073,46.8,0.5,3,0, ,NA, MERTHYR TYDFIL,POWYS
13/10/1988, 12:17:50.6,51.69,-3.191,23.4,1.1,4,0.2, ,NA, MERTHYR VALE,MID GLAM
14/10/1988, 13:39:35.8,52.008,-3.623,0,0.8,14,0.3, ,NA, HALFWAY FOREST,POWYS
17/10/1988, 12:25:32.7,51.836,-3.31,17.5,0.7,4,0.2, ,NA, MERTHYR TYDFIL,POWYS
18/03/1989, 13:56:51.1,52.19,-3.234,7.2,1.6,13,0.3, ,NA, GLADESTRY,POWYS
24/03/1989, 00:49:00.9,51.685,-3.258,0.4,1.5,5,0.2,2,NA, BARGOED,MID GLAMORGAN
05/04/1989, 09:54:22.9,51.673,-3.228,23.5,0.9,3,0, ,NA, BARGOED,MID GLAMORGAN
08/04/1989, 16:54:09.8,51.826,-4.091,4.6,1.1,9,0.1, ,NA, LLANELLI,DYFED
22/04/1989, 09:41:58.5,52.178,-3.567,5,0.5,3,0, ,NA, BEULAH,POWYS
03/05/1989, 15:33:22.5,51.991,-3.584,16.6,1.3,4,0, ,NA, BRECON,POWYS
15/05/1989, 12:55:59.7,52.114,-4.019,0,0.9,8,0.1, ,NA, LAMPETER,DYFED
24/07/1989, 12:05:17.3,51.472,-3.399,7.7,1.4,3,1.4, ,NA, YSTRADOWEN,S GLAMORGAN
27/07/1989, 11:53:21.1,52.098,-3.193,25,0.3,3,0, ,NA, KINGTON,HER & WORC
27/07/1989, 11:53:29.4,52.071,-3.227,24.8,0.2,3,0, ,NA, KINGTON,HER & WORC
27/07/1989, 11:53:59.0,52.058,-3.237,25.3,0.6,3,0, ,NA, KINGTON,HER & WORC
28/07/1989, 11:59:42.6,52.069,-3.224,25.2,0.5,3,0, ,NA, KINGTON,HER & WORC
28/09/1989, 12:23:05.4,51.814,-3.091,22.2,1.4,4,0.2, ,NA, ABERGAVENNY,GWENT
29/11/1989, 05:33:18.1,52.093,-2.671,9.6,1.3,4,0, ,NA, HEREFORD,HER & WORC
10/01/1990, 07:35:00.1,51.63,-2.95,19.2,1.7,5,NA, ,NA, CAERLEON,GWENT
29/05/1990, 08:08:50.7,52.004,-2.891,19.1,1.1,8,0.1, ,NA, ELLESMERE,SHROPSHIRE
21/06/1990, 01:48:43.7,51.661,-3.07,1.7,1.7,6,0.2, ,NA, CWMBRAN,GWENT
19/10/1990, 09:46:22.1,51.688,-3.252,0,1.2,7,0.3,2,NA, HENGOED,MID GLAMORGAN
22/10/1990, 17:22:34.9,51.694,-3.251,0.1,0.8,5,0.3, ,NA, BARGOED,GLAMORGAN
25/10/1990, 14:28:06.5,51.571,-3.482,14.9,1.1,4,0.2, ,NA, BRIDGEND,MID GLAMORGAN
20/11/1990, 17:14:14.9,51.687,-3.272,0.2,1.2,5,0.3,2,NA, GELLIGAER,SOUTH WALES
03/12/1990, 01:17:08.5,51.806,-3.47,14.1,1.6,9,0.4, ,NA, ABERDARE,MID GLAMORGAN
08/12/1990, 00:35:03.1,51.709,-3.267,0,1.6,6,0.5, ,NA, RHONNDA,MID GLAMORGAN
13/12/1990, 21:58:59.5,51.374,-3.176,0,1.8,10,0.7, ,NA, BRISTOL CHANNEL,
19/12/1990, 13:38:45.7,52.013,-3.623,0,0.8,6,0.9, ,NA, KNIGHTON,POWYS
09/01/1991, 01:28:14.7,51.67,-3.29,2.6,1.2,3,NA,3,NA, GELLIGAER,M GLAMORGAN
11/02/1991, 14:01:16.6,51.807,-3.7,4.1,0.5,5,0.3, ,NA, ABERCRAF,POWYS
12/03/1991, 21:19:58.1,51.714,-3.277,0,0.7,7,0.3, ,NA, ABERDARE,MID GLAMORGAN
23/03/1991, 00:17:50.0,51.714,-3.275,0.8,0.9,9,0.2, ,NA, BARGOED,MID GLAMORGAN
28/03/1991, 01:50:59.2,51.469,-3.515,12.6,2.1,11,0.2, ,NA, BRISTOL CHANNEL,
03/04/1991, 19:45:55.1,51.93,-3.183,17.2,1,3,0, ,NA, EARDISLEY,HEREFORD
04/04/1991, 04:16:42.5,51.678,-3.066,0,2,15,0.3, ,NA, PONTYWAUN,GWENT
22/04/1991, 15:10:48.1,52.013,-3.664,1.9,0.4,6,0.3, ,NA, HALFWAY,DYFED
19/05/1991, 09:20:45.0,51.719,-3.229,22.4,0.8,4,0.2, ,NA, BARGOED,MID GLAMORGAN
20/05/1991, 19:45:34.6,51.739,-2.861,7.3,0.8,3,0.2, ,NA, PONTYPOOL,GWENT
19/06/1991, 22:07:09.5,51.545,-3.189,7.5,1,9,0.2, ,NA, CAERPHILLY,M GLAMORGAN
14/08/1991, 13:22:40.9,52.038,-3.582,9.4,2.1,18,0.3, ,NA, BRECON,POWYS
22/08/1991, 18:37:33.8,51.895,-4.178,4.8,1.7,14,0.4, ,NA, CARMARTHEN,DYFED
02/10/1991, 08:48:34.7,51.766,-2.904,22.6,0.7,5,0.2, ,NA, RAGLAN,GWENT
30/11/1991, 14:41:51.1,51.5,-4.408,17.5,2.1,19,0.3, ,NA, BRISTOL CHANNEL,
16/02/1992, 12:41:06.9,51.542,-3.169,18.9,1.3,NA,NA, ,NA, CARDIFF,S GLAMORGAN
13/03/1992, 23:26:12.5,51.71,-3.289,0.1,1.5,6,0.1, ,NA, BEDLINOG,MID GLAMORGAN
01/04/1992, 03:32:28.4,52.072,-3.444,16.1,1.1,6,0.1, ,NA, BUILTH WELLS,POWYS
11/04/1992, 06:45:38.2,51.643,-3.103,15.5,1.7,12,0.2, ,NA, ABERCARN,GWENT
11/04/1992, 06:54:30.3,51.633,-3.098,15.2,1.2,4,0, ,NA, ABERCARN,GWENT
20/04/1992, 22:20:26.6,51.695,-3.552,10.6,1.1,10,0.1, ,NA, TREHERBERT,M GLAMORGAN
21/04/1992, 03:04:11.8,51.667,-3.071,16.5,0.9,7,0.1, ,NA, NEWBRIDGE,GWENT
23/04/1992, 13:10:44.8,51.99,-5.382,8.6,2,15,0.4, ,NA, ST GEORGE'S CHANNEL,
13/05/1992, 08:55:52.4,51.663,-3.103,15.9,1.5,4,0, ,NA, NEWBRIDGE,GWENT
27/05/1992, 23:15:20.1,51.609,-2.929,17.9,1,4,0.2, ,NA, NEWPORT,GWENT
23/06/1992, 13:52:00.6,51.629,-3.322,4,0.9,4,0.4, ,NA, NELSON,GWENT
03/07/1992, 22:19:08.3,51.706,-3.307,0.1,0.7,4,0.2, ,NA, BEDLINOG,MID GLAMORGAN
05/07/1992, 02:51:20.9,51.785,-3.214,3.8,0.8,3,0.1, ,NA, EBBW VALE,GWENT
08/07/1992, 08:59:58.8,51.936,-2.673,18.6,2.1,27,0.2, ,NA, ROSS-ON-WYE,HER & WOR
28/07/1992, 05:47:50.6,51.799,-3.003,16.9,0.7,4,0, ,NA, ABERGAVENNY,GWENT
17/08/1992, 00:53:35.1,51.684,-3.26,0.1,2.2,21,0.3,5,NA, BARGOED,MID GLAMORGAN
21/08/1992, 16:46:42.1,51.878,-2.747,13.3,1.7,15,0.2, ,NA, MONMOUTH,GWENT
31/08/1992, 20:49:19.4,51.711,-3.303,0.1,1.1,4,0.1, ,NA, BEDLINOG,MID GLAMORGAN
11/09/1992, 00:24:31.4,51.677,-3.724,14.1,0.8,4,0.1, ,NA, NEATH,WEST GLAMORGAN
07/10/1992, 08:57:20.3,51.831,-3.494,13.3,1.4,7,0.1, ,NA, M TYDFIL,MID GLAMORGAN
07/10/1992, 09:25:31.9,51.82,-3.485,9.3,1.1,6,0, ,NA, M TYDFIL,MID GLAMORGAN
18/12/1992, 16:00:14.1,51.954,-3.434,15.5,1.2,4,0.1, ,NA, BRECON,POWYS
09/02/1993, 13:02:33.5,51.557,-3.068,10.1,1.5,7,0.3, ,NA, CARDIFF,S GLAMORGAN
18/03/1993, 02:31:43.3,51.615,-3.283,10,1.4,10,0.3, ,NA, SENGHENYDD,M GLAMORGAN
31/03/1993, 06:44:32.3,52.127,-2.931,16.6,0.7,5,0.1, ,NA, STAUNTON,HER & WOR
24/04/1993, 09:44:05.9,52.099,-3.374,15.4,0.7,3,0, ,NA, BUILTH WELLS,POWYS
01/05/1993, 18:36:21.4,51.877,-4.543,7.1,1.3,13,0.3, ,NA, MEIDRIM,DYFED
22/06/1993, 20:11:46.6,52.132,-2.829,18.6,0.7,4,0, ,NA, WELLINGTON,HER & WOR
10/07/1993, 17:21:27.9,51.863,-4.915,12.1,1.6,17,0.2, ,NA, HAVERFORDWEST,DYFED
24/07/1993, 13:26:33.1,51.836,-2.879,9.3,0.4,3,0.2, ,NA, ABERGAVENNY,GWENT
12/09/1993, 12:38:10.3,52.105,-3.369,15.1,0.9,5,0.1, ,NA, BUILTH WELLS,POWYS
13/09/1993, 19:02:55.6,52.022,-3.524,14.5,1.2,6,0.1, ,NA, BRECON,POWYS
15/12/1993, 15:30:42.8,51.675,-3.26,0.1,1.2,6,0.1, ,NA, BARGOED,MID GLAMORGAN
24/12/1993, 19:45:45.8,51.791,-2.995,16.1,1.4,13,0.2, ,NA, ABERGAVENNY,GWENT
31/12/1993, 21:20:58.6,51.604,-3.602,3.7,1.8,14,0.2, ,NA, PONTYCYMER,W GLAMORGAN
28/01/1994, 06:05:47.3,51.546,-3.207,8.4,1.1,10,0.3, ,NA, CARDIFF,S GLAMORGAN
30/01/1994, 19:00:35.7,51.61,-3.601,6.1,0.6,6,0.1, ,NA, PONTYCYMER,M GLAMORGAN
18/02/1994, 07:42:53.2,51.964,-2.718,14.9,1.6,14,0.2, ,NA, HEREFORD,HER & WOR
13/05/1994, 19:52:05.7,51.874,-3.458,13.5,1.5,19,0.3, ,NA, BRECON,POWYS
22/06/1994, 22:16:50.3,51.63,-3.134,13.9,2,29,0.2, ,NA, ABERCARN,GWENT
09/07/1994, 21:18:20.4,51.803,-3.029,16.4,1.4,14,0.3, ,NA, ABERGAVENNY,GWENT
06/08/1994, 23:07:01.6,51.901,-2.685,13.8,0.4,7,0.3, ,NA, ROSS-ON-WYE,HER & WOR
17/08/1994, 23:50:50.7,51.697,-3.249,0.1,2,24,0.2,3,NA, BARGOED,MID GLAMORGAN
01/12/1994, 11:05:32.3,51.867,-2.964,21.1,1.1,4,0, ,NA, ABERGAVENNY,GWENT
09/03/1995, 02:49:57.7,51.697,-3.261,0.1,0.8,4,0.2, ,NA, BARGOED,MID GLAMORGAN
13/03/1995, 22:45:10.5,51.553,-3.134,11.5,2.1,15,0.2, ,NA, CARDIFF,SOUTH GLAMORGAN
29/03/1995, 18:05:08.0,51.774,-3.456,14.3,1.1,6,0.1, ,NA, MERTHYR TYDFIL,M GLAM
02/04/1995, 03:46:27.3,51.762,-3.734,9.8,1.4,14,0.2, ,NA, NEATH,WEST GLAMORGAN
04/10/1995, 20:40:27.2,51.71,-4.144,10.3,1.7,NA,NA, ,NA, LLANELLI,DYFED
07/12/1995, 14:16:52.2,51.772,-4.173,14,1.6,NA,NA, ,NA, LLANELLI,DYFED
26/02/1996, 19:53:09.9,52.078,-2.736,16.5,0.9,NA,NA, ,NA, HEREFORD,HER & WOR
21/04/1996, 18:28:50.4,51.897,-4.202,8.6,2.2,NA,NA, ,NA, CARMARTHEN,DYFED
02/06/1996, 21:17:59.2,51.886,-5.073,6.9,1.6,NA,NA, ,NA, HAVERFORDWEST,DYFED
26/08/1996, 11:16:52.9,52.031,-3.591,18,2.1,NA,NA, ,NA, SENNYBRIDGE,POWYS
06/09/1996, 00:20:24.2,51.755,-3.29,6.7,0.5,NA,NA, ,NA, MERTHYR TYDFIL,MID GLAM
18/11/1996, 00:03:56.4,51.766,-3.838,5.5,1,NA,NA, ,NA, GLANAMAN,DYFED
17/03/1997, 17:17:47.7,52.123,-2.646,13.4,0.3,NA,NA, ,NA, HEREFORD,HER & WOR
02/04/1997, 00:25:24.4,51.821,-3.59,16.7,0.7,NA,NA, ,NA, GLYN NEATH,W GLAMORGAN
18/10/1997, 23:57:55.9,51.858,-2.713,14.7,0.8,NA,NA, ,NA, MONMOUTH,GWENT
14/11/1997, 00:30:45.4,51.627,-3.034,4.3,1.8,NA,NA, ,NA, NEWPORT,GWENT
19/11/1997, 13:12:56.4,51.699,-4.243,20.1,1.7,NA,NA, ,NA, BURRY PORT,DYFED
19/12/1997, 13:17:56.7,51.914,-4.576,4.3,1.6,NA,NA, ,NA, NR CARMARTHEN,DYFED
11/02/1998, 20:39:19.3,51.633,-3.014,5.2,2.3,NA,NA,3,NA, CWMBRAN,GWENT
16/03/1998, 21:37:53.8,51.727,-2.845,26.6,1,NA,NA, ,NA, USK,GWENT
13/07/1998, 08:20:44.4,52.147,-2.704,18.2,1.9,NA,NA, ,NA, LEOMINSTER,HER & WOR
30/10/1998, 05:27:50.7,51.827,-4.491,11.8,1.8,NA,NA, ,NA, ST CLEARS,DYFED
23/11/1998, 13:43:34.8,51.701,-3.066,15,2,NA,NA, ,NA, PONTYPOOL,GWENT
